"","ensembl_gene_id","external_gene_name","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"35","FBgn0001122","Galphao",996.393754348971,0.672049002463883,0.180672622975631,3.71970579380214,0.000199454976324318,0.0035192255927876
"36","FBgn0001124","Got1",1265.57373924389,0.680543883533093,0.114690179296052,5.93375899933325,2.96076342599714e-09,1.61130897878455e-07
"37","FBgn0001137","grk",494.04936828311,-1.25430213972568,0.161468910917092,-7.76807208645702,7.96897080461204e-15,1.04356162989771e-12
"38","FBgn0001197","His2Av",3285.17781349619,0.346548594463705,0.0866930563269341,3.99742042957641,6.40365062857838e-05,0.00133504964970436
"39","FBgn0001206","Hmr",593.01149203773,0.47957839165375,0.108678908852456,4.41280094470612,1.02041807894719e-05,0.000271495997449409
"40","FBgn0001224","Hsp23",598.932007347051,1.48584691288077,0.1438877466806,10.3264311740111,5.35147048643916e-25,1.66113607951284e-22
"41","FBgn0001225","Hsp26",420.302629286048,1.34749359578669,0.151244134977064,8.90939404685705,5.13122332580598e-19,1.02392339746619e-16
"42","FBgn0001226","Hsp27",1323.90943619999,1.71871276322203,0.18588547675535,9.24608416548908,2.32867802663969e-20,5.0042693695557e-18
"43","FBgn0001257","ImpL2",8089.78625401114,0.665569087340185,0.164626554147085,4.04290237858916,5.27936050625589e-05,0.00113161944764528
"44","FBgn0001258","Ldh",1520.18633836381,0.93845530535522,0.12251301031577,7.66004608764743,1.85866371669461e-14,2.2908030308261e-12
"45","FBgn0001297","kay",11081.3855054969,-0.391491735808914,0.115596630887484,-3.38670541522939,0.000707372986852044,0.010203946648549
"46","FBgn0001967","NimC3",14.3462419633866,-1.87469624645288,0.568823067010559,-3.29574582181648,0.000981607831468695,0.0133552844732778
"47","FBgn0001977","CIAPIN1",724.065111363263,0.479282815375994,0.115099959978084,4.16405718531311,3.12641755725159e-05,0.000717876864310289
"48","FBgn0002543","robo2",908.876153194218,0.771387292272614,0.256044769584379,3.01270474505204,0.00258930703311298,0.0292072439360968
"49","FBgn0002567","Rab32",48.7667306823336,1.01053946981431,0.269358358342256,3.75165439837694,0.000175671515008479,0.00315268301346052
"50","FBgn0002609","E(spl)m3-HLH",43.2551136137613,-1.51317096779513,0.341354221284809,-4.43284680089723,9.29969471425207e-06,0.000253054355195281
"51","FBgn0002773","Mlc2",41.1047663249845,-1.15632228016243,0.353714088898125,-3.2690874252834,0.00107894958799027,0.0143762742399784
"52","FBgn0002778","mnd",1195.47789715914,-0.667041939912044,0.140873823721521,-4.73503112423959,2.19021485301896e-06,6.72387937111792e-05
"53","FBgn0002868","MtnA",100.129906548607,-2.13168447589629,0.285440769179189,-7.46804488379897,8.13950830890525e-14,8.85937910869285e-12
"54","FBgn0002891","DNApol-zeta",987.188000650564,0.349686372059551,0.103771045503777,3.36978750056848,0.000752261711076382,0.0107222880961414
"55","FBgn0002945","nkd",55.48841088399,-1.02656736496544,0.330104166215981,-3.10982856330802,0.00187195958898508,0.0225091726187718
"56","FBgn0003041","pbl",1619.16334558459,0.41190456812339,0.108673419325648,3.7902973024994,0.000150467078744342,0.00277157052078314
"57","FBgn0003053","peb",122.58717836715,0.928203434817785,0.299139485893868,3.10291178058353,0.00191626753738407,0.0228778322376295
"58","FBgn0003074","Pgi",2163.31439471183,0.641611140395106,0.114292151418167,5.61378128273749,1.97952398339787e-08,9.32044410385253e-07
"59","FBgn0003076","Pgm1",1498.64060819687,0.712552611241823,0.102692292407394,6.93871559917108,3.95680780293771e-12,3.34969759559807e-10
"60","FBgn0003117","pnr",5696.5886346413,-0.36197723702716,0.131826368916097,-2.7458636690323,0.00603518370470794,0.0576091966163522
"61","FBgn0003137","Ppn",4518.8903101848,0.918494504357642,0.0999782311280454,9.18694493785648,4.04156535664552e-20,8.46808981351153e-18
"62","FBgn0003317","sax",1351.16015673786,0.538498867913098,0.102296482057586,5.26409957685504,1.40878082905831e-07,5.59573086651076e-06
"63","FBgn0003360","sesB",4342.8320615483,-3.179541211462,0.143567713898287,-22.146631196723,1.12417345227026e-108,2.35542442586925e-105
"64","FBgn0003366","sev",17.7120740521515,-1.79952704826828,0.498982514655336,-3.60639300058694,0.000310482798531599,0.0051223549891601
"65","FBgn0003390","shf",58.7107501346888,0.787462251495563,0.253594667636371,3.10520035312692,0.00190150176157772,0.0227664089482612
"66","FBgn0003447","sn",36.3051835360252,1.98177497295152,0.334109335471211,5.93151631084034,3.00149739011654e-09,1.62293868558495e-07
"67","FBgn0003502","Btk29A",1202.90798386183,0.729521023469372,0.104478859169321,6.98247501235724,2.90024565583155e-12,2.53197487932544e-10
"68","FBgn0003507","srp",5589.51714361942,-0.407623119779421,0.11507040931397,-3.5423800281028,0.000396533751463642,0.00631815469775054
"69","FBgn0003525","stg",1371.14481018387,-0.688948463161842,0.135757436526834,-5.07484879493629,3.87804256552973e-07,1.37138711990315e-05
"70","FBgn0003557","Su(dx)",2647.52301290374,-0.34282915150027,0.0945609856216239,-3.6254820023986,0.000288422984351896,0.00483454606370648
"71","FBgn0003575","su(sable)",923.910287307321,-0.320511112600433,0.126335307277266,-2.53698763637794,0.0111810902832672,0.0919614501119359
"72","FBgn0003748","Treh",1095.97418687562,1.07326663090363,0.108377368151273,9.90305124779887,4.03764596115376e-23,1.05748471251343e-20
"73","FBgn0003862","trx",3788.02957922718,-0.462314908308177,0.161897895342432,-2.85559554267416,0.00429561962363369,0.0439579829861709
"74","FBgn0003884","alphaTub84B",40701.01927086,0.516091658155516,0.183082556234933,2.81890131298616,0.00481883311327079,0.0483590238314162
"75","FBgn0003886","alphaTub85E",414.334609940685,0.759127640079999,0.223010363739895,3.40400162283667,0.000664063588583005,0.00974696486149591
"76","FBgn0003888","betaTub60D",6840.47392038763,0.465665256265425,0.148559628878352,3.13453432659512,0.00172127114031048,0.021090604425354
"77","FBgn0003890","betaTub97EF",1642.41073144459,-0.497160313558161,0.197741776666628,-2.51418957561164,0.0119306282525894,0.0967963169263812
"78","FBgn0003891","tud",13040.6740425242,-0.435282035006445,0.127708279625777,-3.40840888532796,0.000653429027923244,0.009607699443903
"79","FBgn0003996","w",78.6538198605147,0.834069036073095,0.278842689081709,2.99118129587643,0.00277900451706341,0.030889704055051
"80","FBgn0004034","y",252.964425610448,0.576068918262381,0.214265483380366,2.68857544936316,0.00717576174214046,0.0660879770998673
"81","FBgn0004108","Nrt",660.405364825906,0.841696618492611,0.161804829328905,5.20192519582757,1.97234617050549e-07,7.61761901152374e-06
"82","FBgn0004133","blow",1192.38423551683,-0.288026227044725,0.109184542435358,-2.6379762246588,0.00834024290093249,0.074125896455757
"83","FBgn0004197","Ser",1275.30681422343,-0.445857188081902,0.127227998368117,-3.50439521017909,0.000457645637664358,0.00711600758676249
"84","FBgn0004359","T48",83.9659141785841,0.644977245322944,0.256657545203758,2.51298766537684,0.0119713520458795,0.0968454647649773
"85","FBgn0004369","Ptp99A",833.194614187225,-0.787164339667711,0.125519408708395,-6.27125595768569,3.58147301995693e-10,2.24002428210889e-08
"86","FBgn0004387","Klp98A",2181.69693430507,-0.334070890744639,0.101761614994282,-3.28287724957404,0.00102753397675962,0.0138675720760424
"87","FBgn0004390","RasGAP1",2666.20760391378,0.277534518746242,0.107171680317758,2.5896255234906,0.00960803870910958,0.0826745096725332
"88","FBgn0004396","CrebA",2423.4177628592,1.07865334278659,0.193595957018558,5.57167287684211,2.5230483080949e-08,1.16184988297491e-06
"89","FBgn0004456","mew",3738.77872380684,-0.325032250378025,0.116497776289217,-2.79002965319357,0.00527032143310019,0.0519371918671253
"90","FBgn0004507","GlyP",1829.86136156675,0.913795076355316,0.162962662546577,5.60738921465611,2.0540140454877e-08,9.56371761957358e-07
"91","FBgn0004512","Mdr49",501.934150034341,0.40500460520418,0.155186960651081,2.60978501998491,0.00905991382534646,0.0788485335101024
"92","FBgn0004584","Rrp1",1835.37908573695,0.403005512541366,0.124484066861903,3.23740638220346,0.00120621508688518,0.0157711211282132
"93","FBgn0004597","CycC",252.682661542594,0.512071338280307,0.160878409146491,3.18297117056915,0.00145772127730428,0.0184828472391637
"94","FBgn0004650","fs(1)N",135.750659580022,-0.738145622792309,0.188332281234797,-3.91937918424114,8.87773496182263e-05,0.00175896682541455
"95","FBgn0004652","fru",1957.68516479745,-0.674573142778487,0.171738202968514,-3.92791546154795,8.56853176353074e-05,0.00171391085227091
"96","FBgn0004797","mdy",183.682548986622,-0.579613030560789,0.227139453909823,-2.55179371343784,0.010716995094068,0.0892834352717536
"97","FBgn0004865","Eip78C",52.675188323567,-0.896559525737755,0.291499180604938,-3.07568454867405,0.00210019912389794,0.0246087552846114
"98","FBgn0004870","bab1",93.250251950955,0.734916091880774,0.218746987443313,3.35966268825175,0.000780376890047183,0.0110478694518335
"99","FBgn0004872","piwi",985.746629941282,0.409616679230577,0.154691290276093,2.64796213477496,0.00809785947835971,0.0726013850207958
"100","FBgn0004893","bowl",479.318660819901,-0.818673741357931,0.126670920263328,-6.46299671350015,1.02649522779636e-10,6.99435488143194e-09
"101","FBgn0005593","RpL7",33459.9861927189,-0.610959119442098,0.167306514028196,-3.65173539709957,0.000260474190235769,0.00441299865914542
"102","FBgn0005636","nvy",402.527246340189,-0.632110483354424,0.241484440565486,-2.61760336141826,0.00885496659023127,0.0775480407447526
"103","FBgn0005640","Eip63E",1577.78272691822,0.66742470351072,0.115888878617513,5.75917820133138,8.45244325629784e-09,4.16705452535484e-07
"104","FBgn0005660","Ets21C",145.960781459783,1.04946071619832,0.205611591749664,5.10409314605207,3.32384538041675e-07,1.21102817155856e-05
"105","FBgn0005694","Aef1",866.871250444983,-0.333696884883965,0.109791634238207,-3.03936531411826,0.0023707718242935,0.0272557457604991
"106","FBgn0010053","Jheh1",178.081405225812,-0.519025780952614,0.205929385534119,-2.52040659280567,0.0117219344873011,0.0954728211254327
"107","FBgn0010097","gammaTub37C",108.555449646765,1.04772360713875,0.221710670686786,4.72563455738623,2.29397872411638e-06,6.99960633990697e-05
"108","FBgn0010194","Wnt5",1164.96821703952,0.297086518342537,0.101126939790864,2.93775841488852,0.00330594527252186,0.0355675575468622
"109","FBgn0010222","Nmdmc",541.87769355976,-0.540658406011789,0.167446261754199,-3.22884727522579,0.00124290251343021,0.0161219007734204
"110","FBgn0010223","Galphaf",65.4037505036009,-1.43796776132046,0.252798571626787,-5.6881957523216,1.28388603049129e-08,6.11377773951565e-07
"111","FBgn0010225","Gel",12820.8171625231,-0.489407867175375,0.0943366417976904,-5.1878873134464,2.12693234849394e-07,8.10264546033077e-06
"112","FBgn0010228","HmgZ",1328.21451953545,0.451586859060481,0.146722786541336,3.07782362716548,0.00208518287602319,0.0244760751876055
"113","FBgn0010238","Lac",2020.11468445921,0.288706560758607,0.110400348805555,2.61508739675358,0.00892046266352987,0.0778774974823373
"114","FBgn0010246","Myo61F",7001.35878708729,-0.360545544663543,0.133033359815499,-2.71018897187575,0.00672448837671936,0.0626199300947611
"115","FBgn0010300","brat",4906.90670136658,-0.382676501951329,0.112833688469206,-3.39150928364596,0.000695088082630213,0.0101613886726721
"116","FBgn0010314","Cks30A",348.224759067429,0.583314474280124,0.18446276708307,3.16223421942617,0.00156563581598706,0.019439398183389
"117","FBgn0010316","dap",466.374141195154,-0.759644436583046,0.18932051514872,-4.0124781827596,6.00846336459e-05,0.0012620784826724
"118","FBgn0010382","CycE",1180.46057659183,-0.565230755512964,0.125537067725777,-4.50250086092224,6.7158482746424e-06,0.000190153798614115
"119","FBgn0010395","Itgbn",1027.3437807648,0.892877046218994,0.241821275622958,3.69230144832726,0.00022223382773385,0.00381668383245368
"120","FBgn0010470","Fkbp14",4778.29346469765,0.502656791691636,0.0957733869194106,5.24839736653149,1.53428077507091e-07,6.06547508295722e-06
"121","FBgn0010482","l(2)01289",9.33943884277437,1.65833408754943,0.648495956057848,2.5572003526904,0.0105518423446213,0.0885235142044757
"122","FBgn0010549","l(2)03659",415.216851814995,-0.515717501220765,0.129106970699557,-3.99449772871587,6.48315429185819e-05,0.00134827087146559
"123","FBgn0010551","Phb2",3198.98014444624,0.300455993278839,0.107948497643506,2.783327233243,0.00538045092414392,0.0528027625237121
"124","FBgn0010591","Sply",1635.84479000748,-0.659148436888001,0.105574104504225,-6.24346699395042,4.27976653842704e-10,2.63740612930566e-08
"125","FBgn0010768","sqz",339.848911124026,-0.472427648088759,0.134065076444554,-3.52386811403598,0.000425295880520525,0.00668743860158072
"126","FBgn0010786","l(3)02640",3595.62892876474,0.445696482132745,0.124303737591885,3.58554369134145,0.000336376678714043,0.00550619715684061
"127","FBgn0010894","sinu",181.687913869881,0.863952929754336,0.226610392966439,3.81250355927976,0.000137566247628842,0.00258507336631687
"128","FBgn0011016","SsRbeta",1740.18407925731,0.462588657142145,0.118015228573897,3.91973699269232,8.86456539141554e-05,0.00175896682541455
"129","FBgn0011206","bol",274.152407786337,-0.690320826101687,0.1882560134736,-3.66692576435809,0.000245484024079734,0.00419022730307994
"130","FBgn0011259","Sema1a",264.921434340109,0.758191870283041,0.174258335468783,4.35096472282592,1.35539859956442e-05,0.000351690268202769
"131","FBgn0011260","Sema2a",211.129678246791,2.04874033062313,0.277516751700946,7.38240238856237,1.55458502553579e-13,1.64923760747031e-11
"132","FBgn0011274","Dif",777.052254191535,-0.756604401227367,0.140528683388833,-5.38398555356772,7.28543534526858e-08,3.09945348369015e-06
"133","FBgn0011305","Rsf1",640.011839145274,0.356584963254249,0.125861860851003,2.83314548857958,0.00460924024001242,0.0466184180238913
"134","FBgn0011592","fra",505.152204823185,0.491550697705674,0.147031122125929,3.34317449665298,0.000828257996933606,0.0116275213941383
"135","FBgn0011606","Klp3A",1771.58624065703,0.449926911886689,0.101388501204492,4.43765226373377,9.09453857883729e-06,0.000248277940811841
"136","FBgn0011659","Mlh1",581.006462219638,-0.313967357265649,0.113054081723025,-2.7771430494199,0.00548390377545354,0.0534425552814838
"137","FBgn0011674","insc",111.520443859423,0.921302584072261,0.189953716384469,4.85014245368874,1.23372836847274e-06,3.97687594468079e-05
"138","FBgn0011676","Nos",163.539381065302,0.619636121540149,0.226177406857035,2.73960220054966,0.00615135866639363,0.0585182031589614
"139","FBgn0011710","Sep1",2572.23140882518,0.400205436749728,0.083071527160179,4.81760057183069,1.45294860658762e-06,4.63522544752648e-05
"140","FBgn0011722","Tig",13208.7256786164,-0.579698394490778,0.125437249114645,-4.62142145640452,3.81119625614861e-06,0.000112075915167654
"141","FBgn0011754","PhKgamma",671.972411447569,0.435747254150953,0.132651225091036,3.28490938437929,0.00102015175370727,0.0137901481416462
"142","FBgn0012034","AcCoAS",1778.20964396893,-0.348268867668483,0.121716234589288,-2.86131812115008,0.00421883491859588,0.0433309503097452
"143","FBgn0013272","Gp150",14026.18391331,-0.490792399488461,0.0979725880715103,-5.00948693046907,5.45753326072579e-07,1.8822875003351e-05
"144","FBgn0013347","TfIIA-S",605.426683802992,0.402607154201786,0.159893663045334,2.5179681704311,0.0118033987134887,0.0959498395904446
"145","FBgn0013548","l(2)dtl",806.918095641147,-0.452887296654324,0.161638238460094,-2.80185741300401,0.00508093248279609,0.0505739847248385
"146","FBgn0013576","mtd",2533.6892945561,-0.484894366559537,0.0907750633091454,-5.34171333935809,9.2072173428915e-08,3.83908898262556e-06
"147","FBgn0013720","pck",369.733287338236,0.444674575268536,0.140578598093491,3.16317406276031,0.00156058992910707,0.0194225638590035
"148","FBgn0013763","Idgf6",28002.8602588872,-0.632257333044179,0.152959726005775,-4.13348892256978,3.57297524568688e-05,0.000801663814873677
"149","FBgn0013765","cnn",2713.53317047439,0.496344506084059,0.103393139558176,4.80055551272608,1.58226106253793e-06,5.00897645318744e-05
"150","FBgn0013771","Cyp6a9",72.7581614142938,0.636939847574515,0.233255446850552,2.73065369394184,0.00632088525249816,0.0597241705763101
"151","FBgn0013810","Dhc36C",476.751660394527,0.375835195750878,0.148801130626637,2.52575497355528,0.011544997112704,0.0945832070396603
"152","FBgn0013811","Dhc62B",352.213362459026,-0.870117276536856,0.170501029739676,-5.10329631360799,3.3378774326456e-07,1.21102817155856e-05
"153","FBgn0013997","Nrx-IV",1936.46395549764,0.384004370078555,0.125456419190405,3.06085868349035,0.00220703234479682,0.0256904695579752
"154","FBgn0014009","Rab2",1859.00959050985,-0.262684240567265,0.0991093978080709,-2.65044734784852,0.00803852556755869,0.0722863549159972
"155","FBgn0014029","Sep2",3417.19797362537,0.486726756312399,0.16848450281706,2.88885178265259,0.00386651275445213,0.0403552221607264
"156","FBgn0014033","Sr-CI",6494.74694881488,-0.517371514499699,0.169806260289674,-3.04683416039616,0.00231265264832419,0.0267711903944821
"157","FBgn0014163","fax",3785.61594492764,0.598740436975553,0.198260871757504,3.01996269696565,0.00252805819826029,0.028631967242729
"158","FBgn0014417","CG13397",1355.20853632779,-0.358759079990184,0.112861063135169,-3.17876750425886,0.00147902672593756,0.0186401849474927
"159","FBgn0014469","Cyp4e2",840.35578738283,-0.320523545529485,0.107948399681629,-2.9692292472589,0.00298547777595923,0.0327933017566374
"160","FBgn0014869","Pglym78",1571.11815456684,0.560905224543784,0.124266635116681,4.51372344649969,6.36992696252379e-06,0.000181586251268408
"161","FBgn0014906","Hydr2",3660.29868571642,-0.434105638041769,0.100287105961881,-4.32862862955454,1.50040691723831e-05,0.000382216120771254
"162","FBgn0015240","Hr96",541.378025132796,-0.297238369047248,0.11703463635388,-2.53974702111674,0.0110932676684347,0.0917320514926561
"163","FBgn0015360","oxt",879.508158008158,-0.288444317100255,0.105422343123271,-2.73608334395465,0.00621752765219906,0.0588803381390738
"164","FBgn0015371","chn",376.588961599876,-0.994260540254052,0.151688323977131,-6.55462803059218,5.57807403978213e-11,4.03015849374259e-09
"165","FBgn0015376","cutlet",337.070323071,-0.410668093883271,0.149661603419562,-2.74397764356434,0.00606996716093484,0.0578095395179487
"166","FBgn0015522","olf186-M",136.156861252957,-0.889615679471654,0.209944762305861,-4.23737972646159,2.26143489727173e-05,0.000547011245312819
"167","FBgn0015568","alpha-Est1",210.367106107003,1.06673264076257,0.162474044784581,6.56555723824636,5.18386355675365e-11,3.77790960601325e-09
"168","FBgn0015575","alpha-Est7",714.748619566212,0.391715208397568,0.150978206597919,2.59451491194866,0.00947245044119598,0.0819283871492916
"169","FBgn0015576","alpha-Est8",177.171217476143,-0.924081869771753,0.196198562798987,-4.70993190056398,2.47799573700214e-06,7.41717223993391e-05
"170","FBgn0015777","nrv2",1046.0032930132,0.525199537539351,0.11358975091134,4.62365251552745,3.77041283101871e-06,0.000111267006819605
"171","FBgn0015795","Rab7",2076.27914392413,-0.486984905315581,0.131595024029039,-3.70063312734468,0.000215062216500562,0.00373175245650354
"172","FBgn0015801","Reg-5",819.788105512348,-0.424777830888296,0.107067593780383,-3.96738000631266,7.26670779213565e-05,0.0015033120612845
"173","FBgn0015903","apt",643.249460476441,-0.478416756114713,0.144514121263276,-3.31051908237488,0.000931231025090015,0.0128577384205592
"174","FBgn0016032","lbm",428.461151742028,0.526773222140455,0.189889013720412,2.77411110742859,0.00553527699367527,0.0538251481444863
"175","FBgn0016075","vkg",35789.9472761994,0.529638839792425,0.148270009429276,3.57212386935915,0.00035409784538204,0.00572913907750363
"176","FBgn0016694","Pdp1",1207.75759620444,-0.553254195695651,0.211985502155408,-2.60986808093157,0.00905771442231823,0.0788485335101024
"177","FBgn0016715","Reg-2",150.872486038183,-1.97364564177622,0.203890846809679,-9.67991291741757,3.67028480373709e-22,8.54462692781126e-20
"178","FBgn0016926","Pino",918.224596269942,-0.439237117007769,0.134215677736385,-3.27262153286207,0.00106555051832745,0.0142886062305638
"179","FBgn0017551","Rca1",289.54327669652,0.472596771367615,0.144026535343721,3.2813173644687,0.00103323414516286,0.0139220825894051
"180","FBgn0020248","stet",35.6263967825634,2.12297184804651,0.324966002091567,6.53290447118314,6.4506291596385e-11,4.62074555443848e-09
"181","FBgn0020249","stck",994.73495461129,0.390396237127108,0.135889894959911,2.87288644414862,0.00406740286643121,0.0420850659550123
"182","FBgn0020257","Ppa",1080.01292506086,-0.679623832406596,0.109297517450154,-6.21810859259949,5.03183290690852e-10,3.05592692701451e-08
"183","FBgn0020270","mre11",829.767330787166,0.259490914561079,0.100804593303299,2.5741973263096,0.0100472952598125,0.0856626465640781
"184","FBgn0020376","Sr-CIII",40.8130277420041,-1.48961963307909,0.346267117408108,-4.30193789184849,1.69310775016615e-05,0.000428698974445393
"185","FBgn0020386","Pdk1",2963.03316188149,-0.38710345125829,0.109584449381651,-3.53246700095304,0.000411701604743485,0.0065182149911276
"186","FBgn0020391","Nrk",222.122323227176,0.643809775800605,0.153211611064166,4.20209520237322,2.6445586480503e-05,0.000622585562621055
"187","FBgn0020414","Idgf3",9280.5768110268,-0.42851444439152,0.124559105574623,-3.44024985098177,0.000581177400922126,0.00871350232044426
"188","FBgn0020416","Idgf1",8716.14654293353,-0.350594996372464,0.121539341680049,-2.88462148573588,0.00391884524332564,0.0408378905627532
"189","FBgn0020493","Dad",336.005418718981,-0.775659707235146,0.169457637822913,-4.57730744509567,4.70998991631789e-06,0.000137541552225297
"190","FBgn0020633","Mcm7",1870.51654035725,0.365818254015763,0.118260184843028,3.093334028704,0.00197921225991081,0.0233960196760402
"191","FBgn0020762","Atet",1114.33379844784,-0.366756444007637,0.138175506067008,-2.65427972328019,0.00794779119226641,0.0716228212198126
"192","FBgn0020764","Alas",820.165515573983,-0.376685331338913,0.14368702027743,-2.62156825725533,0.00875262333160077,0.0768928051804466
"193","FBgn0020887","Su(z)12",1091.71657148841,-0.312750504848551,0.112050455708109,-2.79115781254174,0.00525198582431301,0.0519067136716596
"194","FBgn0021795","Tapdelta",2179.77937449543,0.435593152044853,0.123102108942456,3.5384702649446,0.000402452606136576,0.0064002946717849
"195","FBgn0022160","Gpo1",1326.30681049492,-0.856608963064718,0.223615618333873,-3.83072063323298,0.000127768506982813,0.00243924341007507
"196","FBgn0022338","dnk",1046.77585288362,-0.471337352077031,0.100645487288481,-4.68314441884547,2.82507321335938e-06,8.4259567975676e-05
"197","FBgn0022382","Pka-R2",608.07846008881,-0.527000015296093,0.12436157551703,-4.23764344497167,2.25878105382223e-05,0.000547011245312819
"198","FBgn0022702","Cht2",336.120578189838,0.727647025041788,0.239728027790533,3.03530226210172,0.00240294733845101,0.0274748999229985
"199","FBgn0023091","dimm",10.9710029277408,1.85878880737438,0.639272346485741,2.90766340448271,0.00364140046218596,0.0383743874166942
"200","FBgn0023129","aay",360.483200236734,-0.454028906246596,0.139193657978993,-3.26185052421798,0.00110687492144566,0.0146551638493461
"201","FBgn0023181","Orc4",398.544340125853,-0.326261927571001,0.123182435961473,-2.64860753097173,0.00808241321901412,0.0726013850207958
"202","FBgn0023477","Taldo",1805.32843905184,0.484842851816044,0.143105488721168,3.3880101745135,0.000704016526939103,0.010203946648549
"203","FBgn0023479","teq",3091.78196454293,-1.52534930097466,0.139334581131299,-10.9473849821767,6.83936479860147e-28,2.38836318237829e-25
"204","FBgn0023537","CG17896",1788.45971849447,-0.323047706092733,0.128728793934364,-2.50952173340059,0.0120894775985895,0.0974249151478637
